schema:amenityFeature,schema:description,dcterms:subject,schema:name,schema:identifier,schema:latitude,schema:longitude,schema:alternateName,schema:address,schema:containedInPlace,map_zoom,geometry,schema:geoWithin,dcterms:isPartOf
,,,Korczak Park - Playground Park,Chicago_Park_Facility_1491,41.99392328,-87.68887738,,"6156 N Claremont Ave Chicago, IL 60659",2390,14,"c(442943.239634257, 4649331.02574687)",7323;7259,""
,,,Kosciuszko Park - Playground,Chicago_Park_Facility_1502,41.93021835,-87.72435954,,"2732 N Avers Ave Chicago, IL 60647",1975,14,"c(439944.594344595, 4642282.17684785)",7326;7217,""
,,,Krause Park - Playground Park,Chicago_Park_Facility_1505,41.70290657,-87.53675568,,"10558 S Avenue L Chicago, IL 60617",2382,14,"c(455340.923659872, 4616930.3052844)",7354;7219,""
,,,Kucinski- Murphy Park - Playground,Chicago_Park_Facility_1507,41.83302641,-87.66655302,,"1635 W 33rd Pl Chicago, IL 60608",2367,14,"c(444653.446590364, 4631452.33473171)",7347;7284,""
,,,La Follette Park - Playground 1,Chicago_Park_Facility_1514,41.90457351,-87.75130216,,"1333 N Laramie Ave Chicago, IL 60651",2013,14,"c(437685.870333723, 4639454.09698519)",7329;7298,""
,,,La Follette Park - Playground 2,Chicago_Park_Facility_1515,41.90558275,-87.75482991,,"1333 N Laramie Ave Chicago, IL 60651",2013,14,"c(437394.257622933, 4639568.71966033)",7329;7298,""
,,,La Villita Park - Playground,Chicago_Park_Facility_10934,41.84117022,-87.70167766,,"2800 S Sacramento Ave Chicago, IL 60608",2286,14,"c(441744.278094832, 4632379.74179392)",7335;7211,""
,,,Lake Meadows Park - Playground,Chicago_Park_Facility_1525,41.83792763,-87.61146036,,"3113 S Rhodes Ave Chicago, IL 60616",2067,14,"c(449231.903680897, 4631962.47005832)",7304;7235,""
,,3070,Lake Shore Park - Playground,Chicago_Park_Facility_1532,41.89746279,-87.61785148,,"254 E Chicago Ave Chicago, IL 60611",1970,14,"c(448748.83651389, 4638576.27779527)",7340;7262,""
,,,Lamb Park - Playground,Chicago_Park_Facility_1535,41.69619883,-87.65730308,,"1400 W 109th St Chicago, IL 60643",2199,14,"c(445305.424234925, 4616255.1170108)",7377;7227,""
,,3070,Lane Beach Park - Playground,Chicago_Park_Facility_1538,41.98991047,-87.654989079999993,,"1000 W Thorndale Ave Chicago, IL 60660",2484,14,"c(445746.667953891, 4648863.46136106)",7379;7237,""
,,,Langdon Park - Playground Park,Chicago_Park_Facility_1539,42.00188401,-87.67487409,,"1754 W Albion Ave Chicago, IL 60626",2380,14,"c(444110.044254001, 4650205.66719181)",7313;7252,""
,,,Langley Park - Playground,Chicago_Park_Facility_1541,41.68935615,-87.60571309,,"700 E 113th St Chicago, IL 60628",2410,14,"c(449592.935055958, 4615463.94332637)",7352;7231,""
,,,Lawler Park - Playground,Chicago_Park_Facility_1549,41.77677872,-87.75235725,,"5210 W 64th St Chicago, IL 60638",2319,14,"c(437474.069795437, 4625266.21282111)",7365;7290,""
,,,Lazarus Park - Playground Park,Chicago_Park_Facility_1551,42.00417767,-87.66319003,,"1257 W Columbia Ave Chicago, IL 60626",2203,14,"c(445079.641393379, 4650452.77060984)",7313;7252,""
,,,Le Claire- Hearst Park - Playground,Chicago_Park_Facility_1558,41.81280459,-87.75080611,,"5116 W 44th St Chicago, IL 60638",2097,14,"c(437637.914610453, 4629264.89283768)",7358;7221,""
,,,Lee Park - Playground Park,Chicago_Park_Facility_1561,41.73526552,-87.7144637,,"3700 W 87th St Chicago, IL 60652",2500,14,"c(440585.020121961, 4620630.34687029)",7372;7225,""
,,,Legion Park - Playground 1,Chicago_Park_Facility_1568,41.98113769,-87.70538422,,"3100 W Bryn Mawr Ave Chicago, IL 60659",2077,14,"c(441564.3495095, 4647922.57815935)",7309;7241,""
,,,Legion Park - Playground 2,Chicago_Park_Facility_1569,41.98460772,-87.70667367,,"3100 W Bryn Mawr Ave Chicago, IL 60659",2077,14,"c(441460.706677314, 4648308.73410831)",7323;7259,""
,,,Legion Park - Playground 3,Chicago_Park_Facility_1570,41.9851036,-87.70830513,,"3100 W Bryn Mawr Ave Chicago, IL 60659",2077,14,"c(441326.014702646, 4648364.90777129)",7316;7255,""
,,,Legion Park - Playground 4,Chicago_Park_Facility_1571,41.98858656,-87.70791322,,"3100 W Bryn Mawr Ave Chicago, IL 60659",2077,14,"c(441361.676031558, 4648751.35068844)",7323;7259,""
,,,Leland Giants Park - Playground,Chicago_Park_Facility_1576,41.75745081,-87.64139939,,"7526 S Lowe Ave Chicago, IL 60621",2160,14,"c(446679.457565318, 4623045.60216239)",7369;7223,""
,,,Leone Beach Park - Playground,Chicago_Park_Facility_1579,42.01318998,-87.663162259999993,,"1222 W Touhy Ave Chicago, IL 60626",2321,14,"c(445089.692437799, 4651453.38789074)",7313;7252,""
,,,Lerner Park - Playground,Chicago_Park_Facility_1582,42.00787005,-87.70521962,,"7000 N Sacramento Ave Chicago, IL 60645",2076,14,"c(441602.428999062, 4650890.55032635)",7323;7259,""
,,,Levin Park - Playground,Chicago_Park_Facility_1587,41.88849483,-87.76250045,,"462 N Pine Ave Chicago, IL 60644",2463,14,"c(436741.195479187, 4637677.10992341)",7329;7298,""
,,,Lily Gardens Park - Playground,Chicago_Park_Facility_1589,41.76241685,-87.6397594,,"632 W 71st St Chicago, IL 60621",2461,14,"c(446819.893556248, 4623595.94154576)",7369;7223,""
,,,Limas Park - Playground Park,Chicago_Park_Facility_1590,41.84750179,-87.71159618,,"2410 S Trumbull Ave Chicago, IL 60623",2371,14,"c(440926.627971443, 4633089.49081081)",7335;7211,""
,,,Cummings Playground,Chicago_Park_Facility_1636,41.92088324,-87.63599665,Lincoln Park - Playground 1,"200 W Fullerton Pkwy Chicago, IL 60614",1965,14,"c(447262.957377108, 4641187.59844827)",7371;7239,""
,,,Sunshine Playground,Chicago_Park_Facility_1637,41.9300557,-87.63804095,Lincoln Park - Playground 2,"200 W Fullerton Pkwy Chicago, IL 60614",1965,14,"c(447101.020455268, 4642207.25901059)",7371;7239,""
,,,Arthur Telscer Playground,Chicago_Park_Facility_1638,41.93817394,-87.63687192,Lincoln Park - Playground 3,"200 W Fullerton Pkwy Chicago, IL 60614",1965,14,"c(447204.639086294, 4643107.89297807)",7348;7238,""
,,,Morrie Mages Playground,Chicago_Park_Facility_1639,41.95326216,-87.64389513,Lincoln Park - Playground 4,"200 W Fullerton Pkwy Chicago, IL 60614",1965,14,"c(446635.011431351, 4644787.46550892)",7348;7238,""
,,,Lincoln Park - Montrose Playground,Chicago_Park_Facility_1640,41.96345947,-87.64590301,Lincoln Park - Playground 5,"200 W Fullerton Pkwy Chicago, IL 60614",1965,14,"c(446477.134659964, 4645920.91291852)",7334;7260,""
,,3070,Lincoln Park - Lawrence Playground,Chicago_Park_Facility_1641,41.97052876,-87.6468175,Lincoln Park - Playground 6,"200 W Fullerton Pkwy Chicago, IL 60614",1965,14,"c(446407.280408747, 4646706.3805912)",7334;7260,""
,,,Lincoln Park - Hersh Playground,Chicago_Park_Facility_1642,41.97263984,-87.64959656,Lincoln Park - Playground 7,"200 W Fullerton Pkwy Chicago, IL 60614",1965,14,"c(446178.794783822, 4646942.51403409)",7334;7260,""
,,,Lincoln Park - Hollywood Playground,Chicago_Park_Facility_1643,41.98478865,-87.6535875,Lincoln Park - Playground 8,"200 W Fullerton Pkwy Chicago, IL 60614",1965,14,"c(445858.422849743, 4648293.90189421)",7379;7237,""
,,,Lincoln Park - Diversey Playground,Chicago_Park_Facility_1644,41.93407285,-87.6341123,Lincoln Park - Playground 9,"200 W Fullerton Pkwy Chicago, IL 60614",1965,14,"c(447430.038914979, 4642650.859844)",7348;7238,""
,,3070,Lincoln Park - Roscoe Playground,Chicago_Park_Facility_4171,41.94300235,-87.63898698,Lincoln Park - Playground 10,"200 W Fullerton Pkwy Chicago, IL 60614",1965,14,"c(447033.30030944, 4643645.28860907)",7348;7238,""
,,,Lindblom Park - Playground,Chicago_Park_Facility_1688,41.78264548,-87.67447555,,"6054 S Damen Ave Chicago, IL 60636",2049,14,"c(443951.706200987, 4625863.87661092)",7368;7223,""
,,,Linden Park - Playground,Chicago_Park_Facility_1694,41.90179158,-87.72584856,,"1139 N Pulaski Rd Chicago, IL 60651",2100,14,"c(439794.429292879, 4639127.04781487)",7327;7208,""
,,,Little Venice Park - Playground,Chicago_Park_Facility_1696,41.80170822,-87.68134562,,"2251 W 50th Pl Chicago, IL 60609",2361,14,"c(443397.580405895, 4627984.83190358)",7364;7289,""
,,,London Park - Playground Park,Chicago_Park_Facility_1699,41.85737861,-87.71174519,,"3432 W 18th St Chicago, IL 60623",2412,14,"c(440923.347193864, 4634186.18650147)",7333;7210,""
,,,Lowe Park - Playground,Chicago_Park_Facility_1703,41.79948904,-87.64088424,,"5203 S Lowe Ave Chicago, IL 60609",2350,14,"c(446757.067078081, 4627712.5921953)",7362;7222,""
,,3070,Loyola Park - Playground,Chicago_Park_Facility_1711,42.01089571,-87.6606104,,"1230 W Greenleaf Ave Chicago, IL 60626",1974,14,"c(445299.023461554, 4651197.02160223)",7313;7252,""
,,,Luella Park - Playground,Chicago_Park_Facility_1718,41.71259746,-87.56767197,,"10021 S Luella Ave Chicago, IL 60617",2414,14,"c(452775.713569109, 4618022.71858306)",7353;7268,""
,,,Luna Park - Playground Park,Chicago_Park_Facility_1719,41.79264196,-87.64668702,,"5558 S Green St Chicago, IL 60621",2196,14,"c(446269.266636701, 4626956.00089697)",7369;7223,""
,,,Lunt Park - Playground Park,Chicago_Park_Facility_1720,42.00841707,-87.68751572,,"2239 W Lunt Ave Chicago, IL 60645",2415,14,"c(443068.942471826, 4650939.36094098)",7323;7259,""
,,,Lyle Park - Playground,Chicago_Park_Facility_1721,41.75522404,-87.63976837,,"7700 S Wallace St Chicago, IL 60620",2485,14,"c(446813.208972187, 4622797.36557084)",7370;7224,""
,,,Magnolia Park - Playground Park,Chicago_Park_Facility_1722,41.87311719,-87.70702599,,"3228 W Flournoy St Chicago, IL 60624",2114,14,"c(441329.446385266, 4635930.36033201)",7331;7209,""
,,,Malus Park - Playground Park,Chicago_Park_Facility_1724,41.79540168,-87.63464044,,"5426 S Shields Ave Chicago, IL 60609",2159,14,"c(447272.437209297, 4627254.94158157)",7306;7245,""
,,,Mandrake Park - Playground,Chicago_Park_Facility_1729,41.82331244,-87.60721372,,"900 E Pershing Rd. Chicago, IL 60653",2240,14,"c(449573.024017624, 4630337.29875495)",7307;7204,""
,,,Mann Park - Playground,Chicago_Park_Facility_1743,41.65701469,-87.55146526,,"3035 E 130th St Chicago, IL 60633",1923,14,"c(454084.444022234, 4611842.97185561)",7357;7233,""
,,,Maple Park - Playground Park,Chicago_Park_Facility_1750,41.91876287,-87.70984908,,"2047 N Spaulding Ave Chicago, IL 60647",2498,14,"c(441137.109441389, 4641000.23210079)",7326;7217,""
,,,Maplewood Park - Playground,Chicago_Park_Facility_1753,41.91106632,-87.69111667,,"1640 N Maplewood Ave Chicago, IL 60647",2351,14,"c(442683.581328417, 4640133.01084145)",7328;7292,""
,,,Marquette Park - Playground 1,Chicago_Park_Facility_1779,41.7650546,-87.69505895,,"6734 S Kedzie Ave Chicago, IL 60629",1916,14,"c(442225.450817709, 4623924.46378743)",7367;7273,""
,,,Marquette Park - Playground 2,Chicago_Park_Facility_1780,41.77093277,-87.70929497,,"6734 S Kedzie Ave Chicago, IL 60629",1916,14,"c(441047.502344529, 4624586.74953264)",7367;7273,""
,,,Marshfield Park - Playground,Chicago_Park_Facility_1800,41.73551769,-87.6645108,,"1637 W 87th St Chicago, IL 60620",2352,14,"c(444739.354309061, 4620625.06454229)",7373;7274,""
,,,Martin Park - Playground Park,Chicago_Park_Facility_1802,41.93921493,-87.65266933,,"922 W Fletcher St Chicago, IL 60657",2200,14,"c(445895.940451089, 4643233.3221699)",7348;7238,""
,,,Mason Park - Playground,Chicago_Park_Facility_1803,41.8843407,-87.72847312,,"4100 W West End Ave Chicago, IL 60624",2441,14,"c(439560.28340651, 4637191.3608335)",7330;7209,""
,,,Matanky Park - Playground,Chicago_Park_Facility_1805,42.00742796,-87.68052475,,"6937 N Ridge Blvd Chicago, IL 60626",2001,14,"c(443646.973076478, 4650824.91475421)",7313;7252,""
,,,Mather Park - Playground,Chicago_Park_Facility_1817,41.98952411,-87.70270227,,"5835 N Lincoln Ave Chicago, IL 60659",2047,14,"c(441794.16924925, 4648851.89164113)",7323;7259,""
,,,Mayfair Park - Playground,Chicago_Park_Facility_1828,41.96288588,-87.74237373,,"4550 W Sunnyside Ave Chicago, IL 60630",1959,14,"c(438482.474782182, 4645921.98937854)",7319;7257,""
,,,McGuane Park - Playground,Chicago_Park_Facility_1839,41.84132547,-87.64926335,,"2901 S Poplar Ave Chicago, IL 60608",1908,14,"c(446096.048586837, 4632362.75495824)",7361;7287,""
,,,McInerney Park - Playground,Chicago_Park_Facility_1848,41.81274856,-87.64467066,,"4446-58 S. Emerald Ave Chicago, IL 60609",2198,14,"c(446453.542306332, 4629187.09445457)",7362;7222,""
,,,McKeon Park - Playground Park,Chicago_Park_Facility_1849,41.82920074,-87.64156621,,"600 W 36th St Chicago, IL 60609",2440,14,"c(446725.038764023, 4631011.78719082)",7361;7287,""
,,,McKiernan Park - Playground,Chicago_Park_Facility_1853,41.69812236,-87.70252335,,"10714 S Sawyer Ave Chicago, IL 60655",2365,14,"c(441544.33950616, 4616498.37826475)",7376;7226,""
,,,McKinley Park - Playground,Chicago_Park_Facility_1869,41.82539699,-87.68093909,,"2210 W Pershing Rd Chicago, IL 60609",1928,14,"c(443452.193439536, 4630614.63656606)",7347;7284,""
,,,Mellin Park - Playground Park,Chicago_Park_Facility_1883,41.98316588,-87.66945737,,"1600 W Bryn Mawr Ave Chicago, IL 60640",2462,14,"c(444542.387328235, 4648123.88054547)",7379;7246,""
,,,Memorial Park - Playground,Chicago_Park_Facility_1886,41.76155026,-87.62910897,,"149 W 73rd St Chicago, IL 60621",2354,14,"c(447704.512794018, 4623493.19879552)",7370;7224,""
,,,Merrill Park - Playground,Chicago_Park_Facility_1890,41.71937659,-87.57225795,,"2131 E 96th St Chicago, IL 60617",2417,14,"c(452399.209652897, 4618777.88998761)",7353;7268,""
,,,Merrimac Park - Playground,Chicago_Park_Facility_1896,41.95241053,-87.78450059,,"6343 W Irving Park Rd Chicago, IL 60634",2060,14,"c(434980.92069009, 4644790.02387205)",7320;7258,""
3219;3104;3105;3106;3080;3089;3112,"A small, neighborhood park with a very large climbing structure, a variety of swings, and a small play structure with a slide and other elements. Playground is fully enclosed  off a quiet side street with ample benches and shade.",3065;3059;3063;3060;3058;3067;3059,Merryman Park - Playground Park,Chicago_Park_Facility_1898,41.9499797,-87.67052815,,"3736 N Marshfield Ave Chicago, IL 60613",2416,14,"c(444424.847695554, 4644439.94522242)",7348;7238,""
,,,Metcalfe Park - Playground,Chicago_Park_Facility_1902,41.81892147,-87.62686614,,"4196 S State St Chicago, IL 60609",2201,14,"c(447937.395269604, 4629861.50736465)",7307;7204,""
,,,Meyering Park - Playground,Chicago_Park_Facility_1908,41.76470556,-87.6164619,,"7140 S Dr Martin Luther King J Chicago, IL 60619",2355,14,"c(448758.331918313, 4623835.90467539)",7370;7224,""
,,,Miami Park - Playground Park,Chicago_Park_Facility_1910,41.84093114,-87.71139492,,"2754 S Trumbull Ave Chicago, IL 60623",2206,14,"c(440937.292866699, 4632359.83421032)",7335;7211,""
,,,Micek Park - Playground,Chicago_Park_Facility_1913,41.79729064,-87.67764182,,"5311 S Hamilton Ave Chicago, IL 60609",2335,14,"c(443701.406674638, 4627491.93394001)",7362;7222,""
,,,Millard Park - Playground Park,Chicago_Park_Facility_1925,41.86354395,-87.71629975,,"1331 S Millard Ave Chicago, IL 60623",2418,14,"c(440551.016021945, 4634873.85023597)",7333;7210,""
,,,Miller Park - Playground Park,Chicago_Park_Facility_1926,41.87046614,-87.65256344,,"848 S Miller St Chicago, IL 60607",2419,14,"c(445846.65210029, 4635600.22852346)",7332;7250,""
,,,Minuteman Park - Playground,Chicago_Park_Facility_1934,41.78516418,-87.76254075,,"5940 S Central Ave Chicago, IL 60638",2099,14,"c(436636.003149156, 4626204.66908437)",7365;7290,""
,,,Moccasin Ranch Park - Playground Park,Chicago_Park_Facility_1938,41.77733337,-87.59508253,,"6446 S Kimbark Ave Chicago, IL 60637",2118,14,"c(450545.140126964, 4625225.39328815)",7312;7247,""
,,,Montgomery Park - Playground Park,Chicago_Park_Facility_1939,41.77346656,-87.68924856,,"2632 W 66th St Chicago, IL 60629",2420,14,"c(442715.907910948, 4624854.51774375)",7367;7273,""
,,,Monticello Park - Playground,Chicago_Park_Facility_1941,41.91415516,-87.71817619,,"1814 N Monticello Ave Chicago, IL 60647",2421,14,"c(440442.31161647, 4640494.39556838)",7326;7217,""
3236;3111;3159;3112;3146;3089;3107;3105;3104;3124;3162;3239;3092,Small neighborhood park with a playground featuring decent shade trees and wood chips under foot. Standard playground equipment with a train play structure suitable for the location adjacent to the Metra tracks.,3069;3063;3058;3066;3251,Monument Park - Playground,Chicago_Park_Facility_1942,42.00162844,-87.81781471,,"6700 N Avondale Ave Chicago, IL 60631",1944,14,"c(432272.013010846, 4650280.48130088)",7380;7277,""
,,,Moore Park - Playground,Chicago_Park_Facility_1945,41.87833869,-87.75282859,,"5085 W Adams St Chicago, IL 60644",2356,14,"c(437533.70849107, 4636542.4124819)",7329;7298,""
,,,Moran Park - Playground,Chicago_Park_Facility_1949,41.78998805,-87.65424044,,"5727 S Racine Ave Chicago, IL 60621",2357,14,"c(445639.436695215, 4626666.09732679)",7369;7223,""
,,,Morgan Field Park - Playground,Chicago_Park_Facility_1953,41.68156806,-87.6477477,,"11710 S Morgan St Chicago, IL 60643",2422,14,"c(446088.32290443, 4614624.73180884)",7355;7220,""
,,3192,Mount Greenwood Park - Playground,Chicago_Park_Facility_1965,41.6909465,-87.71230241,,"3724 W 111th St Chicago, IL 60655",2057,14,"c(440724.048842935, 4615708.36940532)",7376;7226,""
,,,Mozart Park - Playground,Chicago_Park_Facility_1980,41.91777957,-87.72317075,,"2036 N Avers Ave Chicago, IL 60647",1983,14,"c(440031.5082051, 4640900.28768449)",7326;7217,""
,,,Mulberry Park - Playground Park,Chicago_Park_Facility_1981,41.83610361,-87.66657145,,"3150 S Robinson Ct Chicago, IL 60608",2499,14,"c(444654.567452773, 4631793.99731553)",7347;7284,""
,,,Munroe Park - Playground,Chicago_Park_Facility_1986,41.70232198,-87.68723874,,"2617 W 105th St Chicago, IL 60655",2358,14,"c(442819.871222971, 4616954.37580418)",7374;7275,""
,,,Murray Park - Playground,Chicago_Park_Facility_1994,41.76091861,-87.66834768,,"1743 W 73rd St Chicago, IL 60636",2359,14,"c(444442.183514717, 4623447.66833611)",7368;7223,""
,,,Nash Community Center Park - Playground,Chicago_Park_Facility_2000,41.76582168,-87.58037716,,"1833 E 71st St Chicago, IL 60649",2223,14,"c(451758.623062322, 4623938.95468876)",7342;7263,""
,,,Nelson Park - Playground Park,Chicago_Park_Facility_2001,41.93711563,-87.70205662,,"2953 W Nelson St Chicago, IL 60618",2423,14,"c(441799.972370187, 4643032.58974137)",7325;7216,""
,,,Nichols Park - Playground 1,Chicago_Park_Facility_2004,41.79741265,-87.59389465,,"1342 E 54th St Chicago, IL 60615",2079,14,"c(450659.259160259, 4627454.02110356)",7311;7278,""
,,,Nichols Park - Playground 2,Chicago_Park_Facility_2005,41.79624626,-87.59461262,,"1342 E 54th St Chicago, IL 60615",2079,14,"c(450598.714248313, 4627324.93431611)",7311;7278,""
,,,Ninebark Park - Playground Park,Chicago_Park_Facility_2008,41.861046,-87.72351211,,"1447-1453 S Harding Ave Chicago, IL 60623",2130,14,"c(439950.088573186, 4634601.52947617)",7333;7210,""
,,,Normandy Park - Playground,Chicago_Park_Facility_2014,41.79793726,-87.788972330000007,,"6660 W 52nd St Chicago, IL 60638",2360,14,"c(434452.646889065, 4627642.629837)",7358;7221,""
,,,North Mayfair Park - Playground Park,Chicago_Park_Facility_2016,41.97331631,-87.74214106,,"4537 W Carmen Ave Chicago, IL 60630",1960,14,"c(438511.786921924, 4647079.90504983)",7317;7256,""
,,3069,Norwood Park - Playground,Chicago_Park_Facility_2027,41.98748779,-87.7940431,,"5801 N Natoma Ave Chicago, IL 60631",1989,14,"c(434226.133010007, 4648691.91538414)",7339;7261,""
,,,O'Hallaren Park - Playground,Chicago_Park_Facility_2079,41.7428094,-87.66861179,,"8335 S Honore St Chicago, IL 60620",2320,14,"c(444404.604271512, 4621437.26551572)",7373;7274,""
,,,Oakdale Park - Playground,Chicago_Park_Facility_2042,41.71963732,-87.6476989,,"965 W 95th St Chicago, IL 60643",2041,14,"c(446124.170613834, 4618851.29808626)",7375;7276,""
,,,Oakley Park - Playground Park,Chicago_Park_Facility_2045,41.77633129,-87.6806477,,"6441 S Oakley Ave Chicago, IL 60636",2425,14,"c(443433.254595853, 4625166.88231457)",7367;7273,""
,,,Ogden Park - Playground 1,Chicago_Park_Facility_2062,41.7742755,-87.6548542,,"6500 S Racine Ave Chicago, IL 60636",1914,14,"c(445575.153816866, 4624921.99257304)",7368;7223,""
,,,Ogden Park - Playground 2,Chicago_Park_Facility_2064,41.77738527,-87.65729111,,"6500 S Racine Ave Chicago, IL 60636",1914,14,"c(445375.260421879, 4625268.80090786)",7368;7223,""
,,,Ohio Park - Playground,Chicago_Park_Facility_2085,41.89170787,-87.74424029,,"4712 W Ohio St Chicago, IL 60644",2427,14,"c(438259.20438481, 4638020.54599111)",7329;7298,""
,,,Ohio & Harding Park - Playground Park,Chicago_Park_Facility_2088,41.89212377,-87.72436564,,"607 N Harding Ave Chicago, IL 60624",2426,14,"c(439908.368182959, 4638052.6121595)",7327;7208,""
3104;3105;3106;3211;3085;3112;3156;3094;3124;3117;3224;3234;3252,,,Olympia Park - Playground,Chicago_Park_Facility_2094,41.99900112,-87.81468043,,"6566 N Avondale Ave Chicago, IL 60631",1946,14,"c(432528.807183904, 4649986.29519937)",7380;7277,""
,,,Oriole Park - Playground 1,Chicago_Park_Facility_2107,41.97779775,-87.81476063,,"5430 N Olcott Ave Chicago, IL 60656",1945,14,"c(432499.767788201, 4647632.15184218)",7339;7261,""
,,,Oriole Park - Playground 2,Chicago_Park_Facility_2108,41.98086323,-87.81651044,,"5430 N Olcott Ave Chicago, IL 60656",1945,14,"c(432358.045210862, 4647973.89142369)",7339;7261,""
,,,Owens Park - Playground,Chicago_Park_Facility_2126,41.73440123,-87.5744776,,"2100 E 88th St Chicago, IL 60617",2043,14,"c(452225.709364767, 4620447.21830027)",7349;7218,""
,,3192,Oz Park - Playground,Chicago_Park_Facility_2141,41.92159378,-87.64568093,,"2021 N Burling St Chicago, IL 60614",2181,14,"c(446460.524134306, 4641272.48928235)",7371;7239,""
,,,Packingtown Park - Playground Park,Chicago_Park_Facility_2148,41.80514415,-87.66285499,,"4856 S Laflin St Chicago, IL 60609",2168,14,"c(444936.629338776, 4628354.29779951)",7362;7222,""
,,,Palmer Park - Playground,Chicago_Park_Facility_2161,41.69212749,-87.61719065,,"200 E 111th St Chicago, IL 60628",1919,14,"c(448639.979897143, 4615778.40725087)",7350;7266,""
,,,Palmer Square Park - Playground,Chicago_Park_Facility_9334,41.92114968,-87.70497385,,"2200 N Kedzie Ave Chicago, IL 60647",2273,14,"c(441543.559405888, 4641261.90055837)",7326;7217,""
,,,Park-View Park - Playground Park,Chicago_Park_Facility_2205,41.9406955,-87.72320776,,"3823 W School St Chicago, IL 60618",2362,14,"c(440049.900150553, 4643444.6336417)",7325;7216,""
,,,Park 399 - Playground Park,Chicago_Park_Facility_2176,41.90729665,-87.68874562,,"1420 N Artesian Ave Chicago, IL 60622",2164,14,"c(442876.860030149, 4639712.89028344)",7328;7292,""
,,,Park 422 - Playground,Chicago_Park_Facility_2177,41.87492621,-87.70720179,,"3200 W Congress Pkwy Chicago, IL 60624",2180,14,"c(441316.512908384, 4636131.33120573)",7331;7209,""
,,,Park 500 - Playground,Chicago_Park_Facility_2183,41.87140608,-87.72260469,,"730 S Springfield Ave Chicago, IL 60624",2236,14,"c(440035.085124363, 4635751.1462754)",7330;7209,""
,,,Park 519 - Playground Park,Chicago_Park_Facility_2191,41.85394398,-87.71272493,,"1944 S St. Louis Ave Chicago, IL 60623",2254,14,"c(440838.860465281, 4633805.52437832)",7333;7210,""
,,,Park 534 - Playground,Chicago_Park_Facility_2197,41.863761,-87.71259124,,"1300 S St Louis Ave Chicago, IL 60623",2268,14,"c(440859.003983197, 4634895.38726592)",7333;7210,""
,,,Park 535 - Playground Park,Chicago_Park_Facility_2199,41.91602705,-87.64875683,,"800 W Wisconsin St Chicago, IL 60614",2269,14,"c(446200.795561108, 4640656.35105137)",7371;7239,""
,,,Park 540 - Playground,Chicago_Park_Facility_4538,41.84897605,-87.62852808,,"2401 S Federal St Chicago, IL 60616",2274,14,"c(447823.782377789, 4633199.36697845)",7337;7271,""
,,,Park 546 - Playground,Chicago_Park_Facility_2200,41.88595661,-87.61718924,,"450 E. Benton Place Chicago, IL 60611",2279,14,"c(448794.580892983, 4637298.38042289)",7341;7230,""
,,,Park 551 - Playground,Chicago_Park_Facility_2202,41.88873178,-87.64319252,,"353 N Des Plaines St Chicago, IL 60661",2284,14,"c(446639.505229177, 4637622.34367597)",7332;7244,""
,,,Park 574 - Playground,Chicago_Park_Facility_11923,41.87822975,-87.69051631,,"2540 W Jackson Blvd Chicago, IL 60612",2305,14,"c(442704.029672479, 4636486.8410291)",7332;7206,""
3260,,,Park 578 - Playground,Chicago_Park_Facility_0,41.8839131,-87.67516788,,"1919 W Maypole Ave Chicago, IL 60612",2308,14,"c(443982.544918327, 4637107.7160618)",7332;7206,""
,,,Park West - Playground Park,Chicago_Park_Facility_2204,41.92883949,-87.64809042,,"745 W Wrightwood Ave Chicago, IL 60614",2443,14,"c(446266.810055607, 4642078.47441467)",7371;7239,""
,,,Parsons Park - Playground Park,Chicago_Park_Facility_2206,41.93921487,-87.7446799,,"4701 W Belmont Ave Chicago, IL 60641",2237,14,"c(438268.534436485, 4643295.4810324)",7318;7248,""
,,,Paschen Park - Playground,Chicago_Park_Facility_2210,42.00916859,-87.67950729,,"1932 W Lunt Ave Chicago, IL 60626",2363,14,"c(443732.761501045, 4651017.50739129)",7313;7252,""
,,,Pasteur Park - Playground,Chicago_Park_Facility_2217,41.78793402,-87.73233988,,"5825 S Kostner Ave Chicago, IL 60629",2053,14,"c(439148.206395231, 4626490.37659912)",7363;7288,""
,,,Pendleton Park - Playground,Chicago_Park_Facility_317,41.81520295,-87.61804127,,"4347 S Calumet Ave Chicago, IL 60653",2120,14,"c(448667.353839113, 4629443.34544655)",7307;7204,""
,,,Periwinkle Park - Playground Park,Chicago_Park_Facility_2224,41.77476537,-87.62810473,,"100 W 66th St Chicago, IL 60621",2194,14,"c(447798.706369508, 4624959.79795813)",7370;7224,""
,,,Peterson Park - Playground 1,Chicago_Park_Facility_2234,41.98918803,-87.72142579,,"5801 N Pulaski Rd Chicago, IL 60646",2205,14,"c(440242.950411861, 4648827.47197486)",7316;7255,""
,,,Peterson Park - Playground 2,Chicago_Park_Facility_2235,41.98687558,-87.71965085,,"5801 N Pulaski Rd Chicago, IL 60646",2205,14,"c(440387.815381973, 4648569.4846966)",7316;7255,""
,,,Pietrowski Park - Playground,Chicago_Park_Facility_2242,41.71970803,-87.53813564,,"9650 S Avenue M Chicago, IL 60617",2364,14,"c(455237.76572761, 4618796.38415015)",7354;7219,""
,,,Pine Park - Playground Park,Chicago_Park_Facility_2243,41.72233934,-87.56562939,,"9507 S Oglesby Ave Chicago, IL 60617",2501,14,"c(452952.740853481, 4619103.18285907)",7353;7268,""
