schema:longitude,schema:latitude,schema:address,schema:name,schema:identifier,schema:addressLocality,schema:name...18,schema:containedInPlace,schema:name...17
-87.68093908590615,41.82539699274824,"2210 W Pershing Rd Chicago, IL 60609",McKinley Park - Playground,Chicago_Park_Facility_1869,1871,Ward 12,1928,McKinley Park
-87.66945737126306,41.983165884875895,"1600 W Bryn Mawr Ave Chicago, IL 60640",Mellin Park - Playground Park,Chicago_Park_Facility_1883,1906,Ward 40,2462,Mellin Park
-87.62910896827658,41.761550255519374,"149 W 73rd St Chicago, IL 60621",Memorial Park - Playground,Chicago_Park_Facility_1886,1902,Ward 6,2354,Memorial Park
-87.57225795494412,41.71937659477951,"2131 E 96th St Chicago, IL 60617",Merrill Park - Playground,Chicago_Park_Facility_1890,1883,Ward 7,2417,Merrill Park
-87.78450059426625,41.952410533020675,"6343 W Irving Park Rd Chicago, IL 60634",Merrimac Park - Playground,Chicago_Park_Facility_1896,1877,Ward 38,2060,Merrimac Park
-87.67052814595398,41.949979701196746,"3736 N Marshfield Ave Chicago, IL 60613",Merryman Park - Playground Park,Chicago_Park_Facility_1898,1874,Ward 47,2416,Merryman Park
-87.62686613725576,41.8189214722318,"4196 S State St Chicago, IL 60609",Metcalfe Park - Playground,Chicago_Park_Facility_1902,1861,Ward 3,2201,Metcalfe Park
-87.61646189933963,41.764705562172665,"7140 S Dr Martin Luther King J Chicago, IL 60619",Meyering Park - Playground,Chicago_Park_Facility_1908,1902,Ward 6,2355,Meyering Park
-87.7113949204998,41.84093114420651,"2754 S Trumbull Ave Chicago, IL 60623",Miami Park - Playground Park,Chicago_Park_Facility_1910,1880,Ward 22,2206,Miami Park
-87.67764181873027,41.79729063874342,"5311 S Hamilton Ave Chicago, IL 60609",Micek Park - Playground,Chicago_Park_Facility_1913,1901,Ward 16,2335,Micek Park
-87.71629974990022,41.86354395465899,"1331 S Millard Ave Chicago, IL 60623",Millard Park - Playground Park,Chicago_Park_Facility_1925,1864,Ward 24,2418,Millard Park
-87.65256344179157,41.870466144844094,"848 S Miller St Chicago, IL 60607",Miller Park - Playground Park,Chicago_Park_Facility_1926,1873,Ward 25,2419,Miller Park
-87.76254075168323,41.78516417757499,"5940 S Central Ave Chicago, IL 60638",Minuteman Park - Playground,Chicago_Park_Facility_1934,NA,NA,2099,Minuteman Park
-87.59508253063952,41.77733336517535,"6446 S Kimbark Ave Chicago, IL 60637",Moccasin Ranch Park - Playground Park,Chicago_Park_Facility_1938,1884,Ward 20,2118,Moccasin Ranch Park
-87.68924855576532,41.77346655918761,"2632 W 66th St Chicago, IL 60629",Montgomery Park - Playground Park,Chicago_Park_Facility_1939,1863,Ward 17,2420,Montgomery Park
-87.71817619220712,41.91415516474718,"1814 N Monticello Ave Chicago, IL 60647",Monticello Park - Playground,Chicago_Park_Facility_1941,1893,Ward 1,2421,Monticello Park
-87.81781470585541,42.001628438363156,"6700 N Avondale Ave Chicago, IL 60631",Monument Park - Playground,Chicago_Park_Facility_1942,1865,Ward 41,1944,Monument Park
-87.75282858705829,41.8783386869112,"5085 W Adams St Chicago, IL 60644",Moore Park - Playground,Chicago_Park_Facility_1945,1896,Ward 28,2356,Moore Park
-87.65424043910149,41.78998804854987,"5727 S Racine Ave Chicago, IL 60621",Moran Park - Playground,Chicago_Park_Facility_1949,1901,Ward 16,2357,Moran Park
-87.64774769858322,41.68156805949998,"11710 S Morgan St Chicago, IL 60643",Morgan Field Park - Playground,Chicago_Park_Facility_1953,1859,Ward 34,2422,Morgan Field Park
-87.71230240561144,41.69094649943995,"3724 W 111th St Chicago, IL 60655",Mount Greenwood Park - Playground,Chicago_Park_Facility_1965,1885,Ward 19,2057,Mount Greenwood Park
-87.72317075282636,41.91777957388342,"2036 N Avers Ave Chicago, IL 60647",Mozart Park - Playground,Chicago_Park_Facility_1980,1867,Ward 26,1983,Mozart Park
-87.66657144558908,41.836103613615606,"3150 S Robinson Ct Chicago, IL 60608",Mulberry Park - Playground Park,Chicago_Park_Facility_1981,1871,Ward 12,2499,Mulberry Park
-87.68723874484344,41.70232197808094,"2617 W 105th St Chicago, IL 60655",Munroe Park - Playground,Chicago_Park_Facility_1986,1885,Ward 19,2358,Munroe Park
-87.66834767853612,41.76091861094353,"1743 W 73rd St Chicago, IL 60636",Murray Park - Playground,Chicago_Park_Facility_1994,1863,Ward 17,2359,Murray Park
-87.58037715889492,41.76582168213479,"1833 E 71st St Chicago, IL 60649",Nash Community Center Park - Playground,Chicago_Park_Facility_2000,1883,Ward 7,2223,Nash Community Center Park
-87.70205661824934,41.937115630344884,"2953 W Nelson St Chicago, IL 60618",Nelson Park - Playground Park,Chicago_Park_Facility_2001,1858,Ward 33,2423,Nelson Park
-87.59389464694405,41.79741265048508,"1342 E 54th St Chicago, IL 60615",Nichols Park - Playground 1,Chicago_Park_Facility_2004,1882,Ward 4,2079,Nichols Park
-87.59461261883332,41.79624625602844,"1342 E 54th St Chicago, IL 60615",Nichols Park - Playground 2,Chicago_Park_Facility_2005,1882,Ward 4,2079,Nichols Park
-87.72351211104792,41.86104600473678,"1447-1453 S Harding Ave Chicago, IL 60623",Ninebark Park - Playground Park,Chicago_Park_Facility_2008,1864,Ward 24,2130,Ninebark Park
-87.78897233485242,41.79793726432961,"6660 W 52nd St Chicago, IL 60638",Normandy Park - Playground,Chicago_Park_Facility_2014,1890,Ward 14,2360,Normandy Park
-87.7421410634928,41.97331631274252,"4537 W Carmen Ave Chicago, IL 60630",North Mayfair Park - Playground Park,Chicago_Park_Facility_2016,1899,Ward 39,1960,North Mayfair Park
-87.7940430970415,41.987487790069245,"5801 N Natoma Ave Chicago, IL 60631",Norwood Park - Playground,Chicago_Park_Facility_2027,1865,Ward 41,1989,Norwood Park
-87.66861179073946,41.74280939972313,"8335 S Honore St Chicago, IL 60620",O'Hallaren Park - Playground,Chicago_Park_Facility_2079,1878,Ward 21,2320,O'Hallaren Park
-87.64769890482933,41.719637322560075,"965 W 95th St Chicago, IL 60643",Oakdale Park - Playground,Chicago_Park_Facility_2042,1878,Ward 21,2041,Oakdale Park
-87.68064770379019,41.776331290861954,"6441 S Oakley Ave Chicago, IL 60636",Oakley Park - Playground Park,Chicago_Park_Facility_2045,1901,Ward 16,2425,Oakley Park
-87.65485420398119,41.77427549861242,"6500 S Racine Ave Chicago, IL 60636",Ogden Park - Playground 1,Chicago_Park_Facility_2062,1863,Ward 17,1914,Ogden Park
-87.65729111443923,41.77738527144442,"6500 S Racine Ave Chicago, IL 60636",Ogden Park - Playground 2,Chicago_Park_Facility_2064,1863,Ward 17,1914,Ogden Park
-87.7442402910913,41.891707871061634,"4712 W Ohio St Chicago, IL 60644",Ohio Park - Playground,Chicago_Park_Facility_2085,1896,Ward 28,2427,Ohio Park
-87.72436564301066,41.89212377199933,"607 N Harding Ave Chicago, IL 60624",Ohio & Harding Park - Playground Park,Chicago_Park_Facility_2088,1900,Ward 37,2426,Ohio & Harding Park
-87.81468043348828,41.99900112463539,"6566 N Avondale Ave Chicago, IL 60631",Olympia Park - Playground,Chicago_Park_Facility_2094,1865,Ward 41,1946,Olympia Park
-87.81476063125221,41.97779775316472,"5430 N Olcott Ave Chicago, IL 60656",Oriole Park - Playground 1,Chicago_Park_Facility_2107,1865,Ward 41,1945,Oriole Park
-87.81651043534194,41.980863230079954,"5430 N Olcott Ave Chicago, IL 60656",Oriole Park - Playground 2,Chicago_Park_Facility_2108,1865,Ward 41,1945,Oriole Park
-87.57447759803594,41.73440123128841,"2100 E 88th St Chicago, IL 60617",Owens Park - Playground,Chicago_Park_Facility_2126,1907,Ward 8,2043,Owens Park
-87.64568092524384,41.92159377994018,"2021 N Burling St Chicago, IL 60614",Oz Park - Playground,Chicago_Park_Facility_2141,1898,Ward 43,2181,Oz Park
-87.66285499495199,41.8051441490512,"4856 S Laflin St Chicago, IL 60609",Packingtown Park - Playground Park,Chicago_Park_Facility_2148,1884,Ward 20,2168,Packingtown Park
-87.6171906484198,41.69212749140502,"200 E 111th St Chicago, IL 60628",Palmer Park - Playground,Chicago_Park_Facility_2161,1870,Ward 9,1919,Palmer Park
-87.70497385130118,41.92114967842654,"2200 N Kedzie Ave Chicago, IL 60647",Palmer Square Park - Playground,Chicago_Park_Facility_9334,NA,NA,2273,Palmer Square Park
-87.72320775841034,41.94069549606555,"3823 W School St Chicago, IL 60618",Park-View Park - Playground Park,Chicago_Park_Facility_2205,1895,Ward 30,2362,Park-View Park
-87.68874561955373,41.90729664907211,"1420 N Artesian Ave Chicago, IL 60622",Park 399 - Playground Park,Chicago_Park_Facility_2176,1893,Ward 1,2164,Park 399
-87.70720178899109,41.874926205490596,"3200 W Congress Pkwy Chicago, IL 60624",Park 422 - Playground,Chicago_Park_Facility_2177,1896,Ward 28,2180,Park 422
-87.72260468912776,41.87140607888757,"730 S Springfield Ave Chicago, IL 60624",Park 500 - Playground,Chicago_Park_Facility_2183,1864,Ward 24,2236,Park 500
-87.71272492639345,41.85394397569138,"1944 S St. Louis Ave Chicago, IL 60623",Park 519 - Playground Park,Chicago_Park_Facility_2191,1864,Ward 24,2254,Park 519
-87.71259124150343,41.86376099782715,"1300 S St Louis Ave Chicago, IL 60623",Park 534 - Playground,Chicago_Park_Facility_2197,1864,Ward 24,2268,Park 534
-87.64875682586379,41.91602705375557,"800 W Wisconsin St Chicago, IL 60614",Park 535 - Playground Park,Chicago_Park_Facility_2199,1898,Ward 43,2269,Park 535
-87.62852808062266,41.84897605244282,"2401 S Federal St Chicago, IL 60616",Park 540 - Playground,Chicago_Park_Facility_4538,1861,Ward 3,2274,Park 540
-87.61718924144374,41.885956612559745,"450 E. Benton Place Chicago, IL 60611",Park 546 - Playground,Chicago_Park_Facility_2200,1879,Ward 42,2279,Park 546
-87.64319251719863,41.88873177763696,"353 N Des Plaines St Chicago, IL 60661",Park 551 - Playground,Chicago_Park_Facility_2202,1879,Ward 42,2284,Park 551
-87.69051630590666,41.87822974999902,"2540 W Jackson Blvd Chicago, IL 60612",Park 574 - Playground,Chicago_Park_Facility_11923,1905,Ward 27,2305,Park 574
-87.67516788040687,41.88391309743802,"1919 W Maypole Ave Chicago, IL 60612",Park 578 - Playground,Chicago_Park_Facility_0,1905,Ward 27,2308,Park 578
-87.64809042067655,41.92883948538422,"745 W Wrightwood Ave Chicago, IL 60614",Park West - Playground Park,Chicago_Park_Facility_2204,1898,Ward 43,2443,Park West
-87.74467989963966,41.93921486558347,"4701 W Belmont Ave Chicago, IL 60641",Parsons Park - Playground Park,Chicago_Park_Facility_2206,1895,Ward 30,2237,Parsons Park
-87.6795072937378,42.00916859277167,"1932 W Lunt Ave Chicago, IL 60626",Paschen Park - Playground,Chicago_Park_Facility_2210,1876,Ward 49,2363,Paschen Park
-87.7323398754258,41.78793402463812,"5825 S Kostner Ave Chicago, IL 60629",Pasteur Park - Playground,Chicago_Park_Facility_2217,1869,Ward 13,2053,Pasteur Park
-87.61804127400454,41.81520294982578,"4347 S Calumet Ave Chicago, IL 60653",Pendleton Park - Playground,Chicago_Park_Facility_317,1861,Ward 3,2120,Pendleton Park
-87.62810472770931,41.77476536818688,"100 W 66th St Chicago, IL 60621",Periwinkle Park - Playground Park,Chicago_Park_Facility_2224,1884,Ward 20,2194,Periwinkle Park
-87.72142578603464,41.98918803259627,"5801 N Pulaski Rd Chicago, IL 60646",Peterson Park - Playground 1,Chicago_Park_Facility_2234,1899,Ward 39,2205,Peterson Park
-87.71965084701046,41.98687558212577,"5801 N Pulaski Rd Chicago, IL 60646",Peterson Park - Playground 2,Chicago_Park_Facility_2235,1899,Ward 39,2205,Peterson Park
-87.53813564367887,41.71970803370159,"9650 S Avenue M Chicago, IL 60617",Pietrowski Park - Playground,Chicago_Park_Facility_2242,1891,Ward 10,2364,Pietrowski Park
-87.56562939034914,41.72233933844998,"9507 S Oglesby Ave Chicago, IL 60617",Pine Park - Playground Park,Chicago_Park_Facility_2243,1891,Ward 10,2501,Pine Park
-87.72986706860854,41.83638643648786,"4200 W 31st St Chicago, IL 60623",Piotrowski Park - Playground,Chicago_Park_Facility_2253,1880,Ward 22,2036,Piotrowski Park
-87.7978409169774,41.99845290777694,"6813 W Imlay St Chicago, IL 60631",Pleasant Point Park - Playground,Chicago_Park_Facility_2264,1865,Ward 41,1988,Pleasant Point Park
-87.62050900137012,41.82062806621432,"4046 S Prairie Ave Chicago, IL 60653",Poplar Park - Playground Park,Chicago_Park_Facility_2266,1861,Ward 3,2106,Poplar Park
-87.76670040074217,41.954343354566085,"4100 N Long Ave Chicago, IL 60641",Portage Park - Playground,Chicago_Park_Facility_2277,1877,Ward 38,1992,Portage Park
-87.6785915017031,42.01478544007195,"7340 N Rogers Ave Chicago, IL 60626",Pottawattomie Park - Playground,Chicago_Park_Facility_2295,1876,Ward 49,1999,Pottawattomie Park
-87.60329949356424,41.780005350432475,"6310 S Drexel Ave Chicago, IL 60637",Prairie Wolf Park - Playground Park,Chicago_Park_Facility_2300,1884,Ward 20,2111,Prairie Wolf Park
-87.6534677878873,41.915058839536485,"1844 N Sheffield Ave Chicago, IL 60614",Privet Park - Playground Park,Chicago_Park_Facility_2302,1898,Ward 43,2144,Privet Park
-87.60460628531867,41.761152919550746,"7334 S Maryland Ave Chicago, IL 60619",Railroad Junction Park - Playground Park,Chicago_Park_Facility_2310,1907,Ward 8,2129,Railroad Junction Park
-87.5536658751492,41.759571949061325,"2873 E 75th St Chicago, IL 60649",Rainbow Beach Park - Playground,Chicago_Park_Facility_2321,1883,Ward 7,2311,Rainbow Beach Park
-87.72947906438296,41.7510502526416,"4350 W 79th St Chicago, IL 60652",Rainey Park - Playground,Chicago_Park_Facility_2339,1875,Ward 18,1933,Rainey Park
-87.7006134198455,41.96531251078989,"4626 N Manor Ave Chicago, IL 60625",Ravenswood Manor Park - Playground,Chicago_Park_Facility_2346,1858,Ward 33,1997,Ravenswood Manor Park
-87.691151355836,41.953046702103215,"2509 W Irving Park Rd Chicago, IL 60618",Revere Park - Playground,Chicago_Park_Facility_2352,1874,Ward 47,2007,Revere Park
-87.66884220048526,41.71876180894911,"9625 S Longwood Dr Chicago, IL 60643",Ridge Park - Playground,Chicago_Park_Facility_2366,1885,Ward 19,2002,Ridge Park
-87.78250170820239,41.92629708128503,"6100 W Fullerton Ave Chicago, IL 60639",Riis Park - Playground 1,Chicago_Park_Facility_2375,1895,Ward 30,1978,Riis Park
-87.779096169026,41.92460706949144,"6100 W Fullerton Ave Chicago, IL 60639",Riis Park - Playground 2,Chicago_Park_Facility_2376,1895,Ward 30,1978,Riis Park
-87.70171664891977,41.97342235740163,"5100 N Francisco Ave Chicago, IL 60625",River Park - Playground 1,Chicago_Park_Facility_2398,NA,NA,2008,River Park
-87.7057356516426,41.97374558173298,"5100 N Francisco Ave Chicago, IL 60625",River Park - Playground 2,Chicago_Park_Facility_2399,NA,NA,2008,River Park
-87.75912836816356,41.971954657896056,"5230 W Argyle St Chicago, IL 60630",Roberts Square Park - Playground,Chicago_Park_Facility_2409,1886,Ward 45,1964,Roberts Square Park
-87.63423037808776,41.72473269161089,"9247 S Eggleston Ave Chicago, IL 60620",Robichaux Park - Playground,Chicago_Park_Facility_2415,1878,Ward 21,2103,Robichaux Park
-87.64804295578286,41.70164103087938,"10540 S Morgan St Chicago, IL 60643",Robinson Park - Playground,Chicago_Park_Facility_2424,1859,Ward 34,2042,Robinson Park
-87.69660603164576,42.01429655698017,"7345 N Washtenaw Ave Chicago, IL 60645",Rogers Park - Playground,Chicago_Park_Facility_2435,1889,Ward 50,2046,Rogers Park
-87.70368991357286,41.97107592249061,"3000 W Argyle St Chicago, IL 60625",Ronan Park - Playground,Chicago_Park_Facility_2445,NA,NA,2078,Ronan Park
-87.78547563739296,41.98885746052358,"6312 W Rosedale Ave Chicago, IL 60646",Rosedale Park - Playground 1,Chicago_Park_Facility_5826,1886,Ward 45,1961,Rosedale Park
-87.78613544529917,41.98869072852506,"6312 W Rosedale Ave Chicago, IL 60646",Rosedale Park - Playground 2,Chicago_Park_Facility_2453,1886,Ward 45,1961,Rosedale Park
-87.58018170006916,41.758566151286765,"2000 E 75th St Chicago, IL 60649",Rosenblum Park - Playground,Chicago_Park_Facility_2459,1907,Ward 8,2037,Rosenblum Park
-87.53669415623612,41.68560789831066,"11546 S Avenue L Chicago, IL 60617",Rowan Park - Playground,Chicago_Park_Facility_2469,1891,Ward 10,2054,Rowan Park
-87.54984391158482,41.74355344172572,"3045 E 83rd St Chicago, IL 60617",Russell Square Park - Playground,Chicago_Park_Facility_2481,1891,Ward 10,1912,Russell Square Park
-87.7977500126204,41.92081282827751,"6871 W Belden Ave Chicago, IL 60635",Rutherford Sayre Park - Playground,Chicago_Park_Facility_2493,NA,NA,1982,Rutherford Sayre Park
-87.70324807063476,41.94551454808015,"3520 N Sacramento Ave Chicago, IL 60618",Sacramento Park - Playground,Chicago_Park_Facility_2500,1858,Ward 33,2431,Sacramento Park
-87.71332317027803,41.88768683894867,"347 N St Louis Ave Chicago, IL 60624",Saint Louis Park - Playground,Chicago_Park_Facility_2505,1896,Ward 28,2433,Saint Louis Park
-87.73747605687642,41.98831275130794,"5861 N Kostner Ave Chicago, IL 60646",Sauganash Park - Playground,Chicago_Park_Facility_2511,1899,Ward 39,2012,Sauganash Park
-87.66903547202003,41.92574584342462,"2415 N Marshfield Ave Chicago, IL 60614",Schaefer Park - Playground Park,Chicago_Park_Facility_2516,1887,Ward 32,2432,Schaefer Park
-87.67017574874424,41.999411140877285,"1552 W Schreiber Ave Chicago, IL 60626",Schreiber Park - Playground,Chicago_Park_Facility_2518,1906,Ward 40,2366,Schreiber Park
-87.73634223817233,41.74187084759391,"4620 W 83rd Pl Chicago, IL 60652",Scottsdale Park - Playground,Chicago_Park_Facility_2524,1875,Ward 18,2069,Scottsdale Park
-87.62241356806696,41.89700577232851,"228 E Chicago Ave Chicago, IL 60611",Seneca Park - Playground,Chicago_Park_Facility_2525,1894,Ward 2,2472,Seneca Park
-87.71145070620607,41.79176845889461,"5656 S St Louis Ave Chicago, IL 60629",Senka Park - Playground,Chicago_Park_Facility_2532,1890,Ward 14,2101,Senka Park
-87.66816397012266,41.99064998426742,"5887 N Ridge Ave Chicago, IL 60660",Senn Park - Playground,Chicago_Park_Facility_2541,1872,Ward 48,2033,Senn Park
-87.63892139668066,41.903055102661654,"375 W Elm St Chicago, IL 60610",Seward Park - Playground,Chicago_Park_Facility_2551,1905,Ward 27,1971,Seward Park
-87.79920174571225,41.94435797623933,"6935 W Addison Chicago, IL 60634",Shabbona Park - Playground,Chicago_Park_Facility_2562,1877,Ward 38,1993,Shabbona Park
-87.71646682458977,41.85004101134294,"3660 W 23rd St Chicago, IL 60623",Shedd Park - Playground,Chicago_Park_Facility_2572,1880,Ward 22,2024,Shedd Park
-87.66357148796668,41.9455149304139,"3505 N Southport Ave Chicago, IL 60657",Sheil Community Center Park - Playground,Chicago_Park_Facility_2575,1868,Ward 44,2163,Sheil Community Center Park
-87.65526115815335,41.870466462064236,"910 S Aberdeen St Chicago, IL 60607",Sheridan Park - Playground,Chicago_Park_Facility_2585,1873,Ward 25,2017,Sheridan Park
-87.65865904468323,41.79908237863711,"1307 W 52nd St Chicago, IL 60609",Sherman Park - Playground 1,Chicago_Park_Facility_2602,1884,Ward 20,1913,Sherman Park
-87.65918783970335,41.794475907880724,"1307 W 52nd St Chicago, IL 60609",Sherman Park - Playground 2,Chicago_Park_Facility_2603,1884,Ward 20,1913,Sherman Park
-87.65525051508646,41.79604918655974,"1307 W 52nd St Chicago, IL 60609",Sherman Park - Playground 3,Chicago_Park_Facility_2604,1884,Ward 20,1913,Sherman Park
-87.63323846444771,41.79068525295397,"5705 S Shields Ave Chicago, IL 60621",Sherwood Park - Playground,Chicago_Park_Facility_2617,1884,Ward 20,2322,Sherwood Park
-87.71525981654801,41.911612319200415,"1640 N Drake Ave Chicago, IL 60647",Simons Park - Playground,Chicago_Park_Facility_2623,1867,Ward 26,1979,Simons Park
-87.64119007705078,41.842515469467216,"2835 S Wallace St Chicago, IL 60616",Sintic Park - Playground Park,Chicago_Park_Facility_2625,1881,Ward 11,2437,Sintic Park
-87.66001698932466,41.87964839829751,"1331 W  Monroe St Chicago, IL 60606",Skinner Park - Playground,Chicago_Park_Facility_2633,1905,Ward 27,2023,Skinner Park
-87.6894749171375,41.893422168527884,"2526 W Grand Ave Chicago, IL 60612",Smith (Joseph Higgins) Park - Playground,Chicago_Park_Facility_2645,1867,Ward 26,2323,Smith (Joseph Higgins) Park
-87.6314371012735,41.71368126201389,"9912 S Princeton Ave Chicago, IL 60628",Smith (Wendell) Park - Playground,Chicago_Park_Facility_2654,1870,Ward 9,2075,Smith (Wendell) Park
-87.70433570055367,41.89147387126934,"534 N Albany Ave Chicago, IL 60612",Snapping Turtle Park - Playground Park,Chicago_Park_Facility_2655,1905,Ward 27,2161,Snapping Turtle Park
-87.67417709652905,41.893814085948904,"1855 W Huron St Chicago, IL 60622",Snowberry Park - Playground Park,Chicago_Park_Facility_2656,1893,Ward 1,2154,Snowberry Park
-87.66192079197947,41.93368416306424,"1300 W Wolfram St Chicago, IL 60657",South Lakeview Park - Playground,Chicago_Park_Facility_2659,1887,Ward 32,2089,South Lakeview Park
-87.7283583365994,41.9667958101413,"4706 N Pulaski Rd Chicago, IL 60630",Spikings Farm Park - Playground Park,Chicago_Park_Facility_2666,1899,Ward 39,2182,Spikings Farm Park
-87.58991075424983,41.798900999317645,"1437 E 54th St Chicago, IL 60615",Spruce Park - Playground,Chicago_Park_Facility_2667,1866,Ward 5,2082,Spruce Park
-87.64539208949552,41.90571150558422,"640 W Scott St Chicago, IL 60610",Stanton Park - Playground,Chicago_Park_Facility_2675,1905,Ward 27,1972,Stanton Park
-87.68452283501249,41.88365857760063,"2306 W Maypole Ave Chicago, IL 60612",Starr Park - Playground,Chicago_Park_Facility_2678,1905,Ward 27,2234,Starr Park
-87.79830374958975,41.79892691958045,"7000 W 51st Pl Chicago, IL 60638",Stars & Stripes Park - Playground,Chicago_Park_Facility_2680,1862,Ward 23,2140,Stars & Stripes Park
-87.59995476295079,41.79724586218497,"5446 S Greenwood Ave Chicago, IL 60615",Stout Park - Playground 1,Chicago_Park_Facility_2689,1866,Ward 5,2090,Stout Park
-87.59993984264442,41.79605521084148,"5446 S Greenwood Ave Chicago, IL 60615",Stout Park - Playground 2,Chicago_Park_Facility_2690,1866,Ward 5,2090,Stout Park
-87.73210022897386,41.79475429334669,"4347 W 54th St Chicago, IL 60632",Strohacker Park - Playground,Chicago_Park_Facility_2695,1862,Ward 23,2324,Strohacker Park
-87.61019082964884,41.81830022117686,"4201 S Champlain Ave Chicago, IL 60653",Sumac Park - Playground Park,Chicago_Park_Facility_2700,1882,Ward 4,2489,Sumac Park
-87.80902722211881,41.977686008280806,"7262 W Summerdale Ave Chicago, IL 60656",Summerdale Park - Playground Park,Chicago_Park_Facility_2701,1865,Ward 41,2435,Summerdale Park
-87.63376596157583,41.84806268881224,"300 W 24th Pl Chicago, IL 60616",Sun Yat-Sen Park - Playground,Chicago_Park_Facility_2702,1881,Ward 11,2204,Sun Yat-Sen Park
-87.65888886002989,41.92800062234911,"2528 N Racine Ave Chicago, IL 60614",Supera Park - Playground Park,Chicago_Park_Facility_2703,1898,Ward 43,2429,Supera Park
-87.67974891573,41.89466516184811,"2101 W Superior St Chicago, IL 60612",Superior Park - Playground Park,Chicago_Park_Facility_2704,1893,Ward 1,2434,Superior Park
-87.75463691356683,41.89286343948842,"650 N Leamington Ave Chicago, IL 60644",Sweet Clover Park - Playground Park,Chicago_Park_Facility_2705,1900,Ward 37,2188,Sweet Clover Park
-87.5992674835324,41.80181253518015,"5109 S Greenwood Ave Chicago, IL 60615",Sycamore Park - Playground,Chicago_Park_Facility_2706,1882,Ward 4,2490,Sycamore Park
-87.6434946689102,41.81869112033144,"647 W Root St Chicago, IL 60609",Taylor- Lauridsen Park - Playground,Chicago_Park_Facility_2723,1881,Ward 11,2332,Taylor- Lauridsen Park
-87.64825675692968,41.7406927240609,"8421 S Morgan St Chicago, IL 60620",The Grove Park - Playground Park,Chicago_Park_Facility_2725,1878,Ward 21,2162,The Grove Park
-87.65854345420523,41.8574568766664,"1811 S Throop St Chicago, IL 60608",Throop Park - Playground,Chicago_Park_Facility_2729,1873,Ward 25,2438,Throop Park
-87.75232620363164,41.96770828391916,"4800 N Lavergne Ave Chicago, IL 60630",Thuis Park - Playground,Chicago_Park_Facility_2731,1886,Ward 45,2411,Thuis Park
-87.60074476824546,41.77808684750269,"6410 S Ellis Ave Chicago, IL 60637",Till-Mobley Park - Playground,Chicago_Park_Facility_2734,1884,Ward 20,2436,Till-Mobley Park
-87.73492554033587,41.88572917936407,"305 N Kostner Chicago, IL 60624",Tilton Park - Playground,Chicago_Park_Facility_2736,1896,Ward 28,2369,Tilton Park
-87.63432298499676,41.85739588787836,"300 W 18th St Chicago, IL 60616",Ping Tom Memorial Park - Playground,Chicago_Park_Facility_2739,1873,Ward 25,2222,Ping Tom Memorial Park
-87.679348627742,41.8792399261795,"2106 W Adams St Chicago, IL 60612",Touhy- Herbert Park - Playground,Chicago_Park_Facility_2753,1905,Ward 27,2370,Touhy- Herbert Park
-87.67275166582526,42.01564025179911,"7348 N Paulina St Chicago, IL 60626",Touhy Park - Playground,Chicago_Park_Facility_2746,1876,Ward 49,2052,Touhy Park
-87.56369432332038,41.70576206422305,"2400 E 105th St Chicago, IL 60617",Trumbull Park - Playground,Chicago_Park_Facility_2767,1883,Ward 7,1922,Trumbull Park
-87.61113786536585,41.72956432196275,"501 E 90th Pl Chicago, IL 60619",Tuley Park - Playground,Chicago_Park_Facility_2783,1870,Ward 9,1924,Tuley Park
-87.66497622885244,41.884759365359336,"1501 W Randolph St Chicago, IL 60607",Union Park - Playground,Chicago_Park_Facility_2808,1905,Ward 27,2022,Union Park
-87.71261205241258,41.92962355043311,"2636 N Kimball Ave Chicago, IL 60647",Unity Park - Playground,Chicago_Park_Facility_2813,1903,Ward 35,2092,Unity Park
-87.79662007937819,41.78453997445577,"7001 W 59th St Chicago, IL 60638",Valley Forge Park - Playground,Chicago_Park_Facility_2821,NA,NA,2141,Valley Forge Park
-87.5557969332969,41.71747726854899,"2820 E 98th St Chicago, IL 60617",Veterans' Memorial Park - Playground,Chicago_Park_Facility_2830,1891,Ward 10,2372,Veterans' Memorial Park
-87.72873493943283,41.869329806277214,"4120 W Taylor St Chicago, IL 60624",Violet Park - Playground,Chicago_Park_Facility_2833,1864,Ward 24,2133,Violet Park
-87.74712076339124,41.80276773931818,"5014 W 50th St Chicago, IL 60638",Vittum Park - Playground,Chicago_Park_Facility_2844,1880,Ward 22,2039,Vittum Park
-87.68187153335425,41.968976247064944,"2100 W Lawrence Ave Chicago, IL 60625",Vogle Park - Playground Park,Chicago_Park_Facility_2850,1874,Ward 47,2166,Vogle Park
-87.6498003939655,41.80175868241498,"948 W 51st St Chicago, IL 60609",Wagner Park - Playground,Chicago_Park_Facility_2851,1884,Ward 20,2373,Wagner Park
-87.63894903120682,41.726809200266715,"607 W 92nd St Chicago, IL 60620",Wallace Park - Playground,Chicago_Park_Facility_2853,1878,Ward 21,2374,Wallace Park
-87.71908932246572,41.81137022680339,"3801 W 45th St Chicago, IL 60632",Ruiz Park - Playground,Chicago_Park_Facility_2855,1890,Ward 14,2494,Ruiz Park
-87.6686699629799,41.91389534197118,"1722 N Ashland Ave Chicago, IL 60614",Walsh Park - Playground,Chicago_Park_Facility_2858,1887,Ward 32,2158,Walsh Park
-87.67287583464696,41.933242771480536,"1719 W Wolfram St Chicago, IL 60657",Wang Park - Playground,Chicago_Park_Facility_2859,1887,Ward 32,2257,Wang Park
